source,target,source_genesymbol,target_genesymbol,is_directed,is_stimulation,is_inhibition,consensus_direction,consensus_stimulation,consensus_inhibition,dip_url,sources,references,nsources,nrefs
Q05397,O43707,PTK2,ACTN4,1,1,1,1,1,1,,ProtMapper;SIGNOR;SIGNOR_ProtMapper;Wang;iPTMnet,ProtMapper:23454549;SIGNOR:23454549;iPTMnet:23454549,5,3
Q05397,P27986,PTK2,PIK3R1,1,1,0,1,1,0,,BioGRID;HPRD;Lit-BM-17;NetPath;PhosphoPoint;SIGNOR;Wang,BioGRID:10973983;HPRD:10806474;HPRD:7537275;HPRD:8649427;Lit-BM-17:10973983;Lit-BM-17:19889638;Lit-BM-17:7537275;NetPath:12554777;SIGNOR:9416004,7,9
P07949,Q05397,RET,PTK2,1,1,0,1,1,0,,HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;KEA;MIMP;PhosphoPoint;PhosphoSite;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;RLIMS-P_ProtMapper;SIGNOR;SIGNOR_ProtMapper;Wang;dbPTM;iPTMnet;phosphoELM_MIMP,HPRD-phos:17016520;HPRD-phos:17389395;HPRD-phos:19664994;HPRD-phos:20068231;HPRD-phos:7529876;HPRD-phos:9507031;HPRD:16153436;KEA:16153436;KEA:7529876;KEA:9507031;PhosphoSite:11027591;PhosphoSite:11313859;PhosphoSite:11696015;PhosphoSite:11839732;PhosphoSite:11927607;PhosphoSite:12084011;PhosphoSite:12387730;PhosphoSite:12753909;PhosphoSite:12927054;PhosphoSite:12960434;PhosphoSite:14739293;PhosphoSite:15123632;PhosphoSite:15247219;PhosphoSite:15958584;PhosphoSite:16126008;PhosphoSite:17148760;PhosphoSite:21852560;PhosphoSite:21994943;PhosphoSite:23637231;PhosphoSite:25817040;PhosphoSite:25868388;PhosphoSite:28416479;PhosphoSite:29535802;ProtMapper:21454698;SIGNOR:21454698;SIGNOR:30889378;dbPTM:12387730;dbPTM:15561106;dbPTM:15951569;dbPTM:17192257;dbPTM:17389395;dbPTM:18083107;dbPTM:19339212;dbPTM:19369195;dbPTM:19534553;dbPTM:21454698;iPTMnet:16153436;iPTMnet:17016520;iPTMnet:17389395;iPTMnet:19664994;iPTMnet:20068231;iPTMnet:21454698;iPTMnet:7529876;iPTMnet:9507031,19,54
P28482,P10242,MAPK1,MYB,1,0,1,1,0,1,,HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;KEA;MIMP;PhosphoPoint;PhosphoSite_KEA;PhosphoSite_MIMP;ProtMapper;SIGNOR;SIGNOR_ProtMapper;iPTMnet;phosphoELM_MIMP,HPRD-phos:19651622;HPRD-phos:8960373;HPRD:8960373;KEA:8960373;ProtMapper:8960373;SIGNOR:8960373;iPTMnet:19651622;iPTMnet:8960373,14,8
P27361,P10242,MAPK3,MYB,1,0,1,1,0,1,,HPRD_MIMP;KEA;MIMP;PhosphoNetworks;PhosphoSite;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;SIGNOR;SIGNOR_ProtMapper;iPTMnet;phosphoELM;phosphoELM_KEA;phosphoELM_MIMP,KEA:8960373;PhosphoSite:8960373;ProtMapper:8798443;ProtMapper:8960373;SIGNOR:8798443;SIGNOR:8960373;iPTMnet:8798443;iPTMnet:8960373;phosphoELM:8960373,15,9
P45984,P04637,MAPK9,TP53,1,1,0,1,1,0,,HPRD;HPRD_MIMP;InnateDB;MIMP;NCI-PID_ProtMapper;PhosphoPoint;PhosphoSite;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;REACH_ProtMapper;RLIMS-P_ProtMapper;SIGNOR;SIGNOR_ProtMapper;Sparser_ProtMapper;Wang;iPTMnet;phosphoELM_MIMP,HPRD:9393873;InnateDB:11283254;PhosphoSite:10202145;PhosphoSite:10570149;PhosphoSite:10656795;PhosphoSite:10673500;PhosphoSite:10706102;PhosphoSite:10710310;PhosphoSite:11175334;PhosphoSite:11397945;PhosphoSite:11423984;PhosphoSite:11447225;PhosphoSite:11526498;PhosphoSite:11551930;PhosphoSite:11583595;PhosphoSite:11850826;PhosphoSite:11861384;PhosphoSite:11896572;PhosphoSite:11896587;PhosphoSite:12384533;PhosphoSite:12756247;PhosphoSite:12810724;PhosphoSite:12861053;PhosphoSite:12955074;PhosphoSite:12959929;PhosphoSite:12969974;PhosphoSite:14517211;PhosphoSite:14527925;PhosphoSite:14612532;PhosphoSite:14665630;PhosphoSite:15064747;PhosphoSite:15140942;PhosphoSite:15254178;PhosphoSite:15269203;PhosphoSite:15629715;PhosphoSite:15671037;PhosphoSite:15963507;PhosphoSite:16731759;PhosphoSite:16818520;PhosphoSite:17121812;PhosphoSite:17135248;PhosphoSite:17245430;PhosphoSite:17353187;PhosphoSite:17363488;PhosphoSite:17698850;PhosphoSite:17967874;PhosphoSite:18669630;PhosphoSite:18778462;PhosphoSite:20009884;PhosphoSite:20041275;PhosphoSite:20562916;PhosphoSite:21148320;PhosphoSite:21454683;PhosphoSite:21832239;PhosphoSite:22030623;PhosphoSite:22285752;PhosphoSite:22728651;PhosphoSite:23798621;PhosphoSite:23871434;PhosphoSite:24657168;PhosphoSite:25431954;PhosphoSite:26158765;PhosphoSite:28673515;PhosphoSite:8327466;ProtMapper:10581258;ProtMapper:11078726;ProtMapper:11283254;ProtMapper:11896587;ProtMapper:17525747;ProtMapper:18931691;ProtMapper:27147566;ProtMapper:29234486;ProtMapper:9393873;SIGNOR:11896587;SIGNOR:17525747;iPTMnet:11896587;iPTMnet:17525747;iPTMnet:27147566;iPTMnet:9393873,18,79
Q96PU5,P84022,NEDD4L,SMAD3,1,0,1,1,0,1,,NetPath;SIGNOR,NetPath:15496141;SIGNOR:19917253,2,2
O60285,O14974,NUAK1,PPP1R12A,1,0,1,1,0,1,,HPRD_MIMP;MIMP;PhosphoSite;PhosphoSite_MIMP;PhosphoSite_ProtMapper;PhosphoSite_noref;ProtMapper;REACH_ProtMapper;RLIMS-P_ProtMapper;SIGNOR;SIGNOR_ProtMapper;Sparser_ProtMapper;dbPTM;iPTMnet;phosphoELM_MIMP,PhosphoSite:22516431;ProtMapper:17739896;ProtMapper:20354225;ProtMapper:24171924;ProtMapper:29106388;SIGNOR:20354225;dbPTM:18088087;dbPTM:18669648;dbPTM:19367720;dbPTM:19413330;dbPTM:19690332;dbPTM:20354225;iPTMnet:20354225;iPTMnet:24171924,15,14
Q05397,Q9Y490,PTK2,TLN1,1,1,0,1,1,0,,Adhesome;HPRD;PhosphoPoint;SIGNOR;Wang,Adhesome:7622520;Adhesome:9442086;HPRD:7622520;SIGNOR:15688067,5,4
Q13177,P01236,PAK2,PRL,1,1,0,1,1,0,,InnateDB;KEA;MIMP;PhosphoSite_KEA;PhosphoSite_MIMP;ProtMapper;SIGNOR;SIGNOR_ProtMapper;Wang;iPTMnet;phosphoELM;phosphoELM_KEA;phosphoELM_MIMP,InnateDB:11943200;KEA:11943200;ProtMapper:19555049;SIGNOR:19555049;iPTMnet:11943200;iPTMnet:19555049;phosphoELM:11943200,13,7
Q13882,P31749,PTK6,AKT1,1,1,0,1,1,0,,HPRD_MIMP;InnateDB;MIMP;PhosphoSite_MIMP;PhosphoSite_ProtMapper;PhosphoSite_noref;ProtMapper;SIGNOR;SIGNOR_ProtMapper;iPTMnet,InnateDB:15539407;ProtMapper:15994200;ProtMapper:20606012;SIGNOR:15994200;SIGNOR:20606012;iPTMnet:15994200;iPTMnet:20606012,10,7
Q13882,P31751,PTK6,AKT2,1,1,0,1,1,0,,SIGNOR,SIGNOR:15994200;SIGNOR:20606012,1,2
Q13882,Q13017,PTK6,ARHGAP5,1,1,0,1,1,0,,MIMP;PhosphoSite;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;SIGNOR;SIGNOR_ProtMapper;iPTMnet,PhosphoSite:10713673;PhosphoSite:18829532;ProtMapper:18829532;SIGNOR:18829532;iPTMnet:18829532,8,5
Q13882,P56945,PTK6,BCAR1,1,1,0,1,1,0,,HPRD_MIMP;MIMP;PhosphoSite;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;SIGNOR;SIGNOR_ProtMapper;Sparser_ProtMapper;iPTMnet;phosphoELM_MIMP,PhosphoSite:15870699;PhosphoSite:26302406;ProtMapper:22084245;ProtMapper:25938342;SIGNOR:22084245;iPTMnet:22084245,11,6
P06454,P55211,PTMA,CASP9,1,0,1,1,0,1,,SIGNOR,SIGNOR:12522243,1,1
Q15257,P31749,PTPA,AKT1,1,1,1,1,0,1,,ACSN;ProtMapper;SIGNOR;SIGNOR_ProtMapper;Wang,ACSN:10026142;ACSN:10995457;ACSN:16406523;ACSN:16680151;ACSN:18039929;ACSN:18042541;ACSN:18559511;ACSN:18588945;ACSN:19216069;ACSN:20452955;ProtMapper:21159657;SIGNOR:21159657,5,12
Q15257,P31751,PTPA,AKT2,1,0,1,1,0,1,,ACSN;SIGNOR,ACSN:10026142;ACSN:10995457;ACSN:16406523;ACSN:16680151;ACSN:18039929;ACSN:18042541;ACSN:18559511;ACSN:18588945;ACSN:19216069;ACSN:20452955;SIGNOR:21159657,2,11
Q06124,P32927,PTPN11,CSF2RB,1,1,1,1,1,0,,HPRD;InnateDB;NetPath;SIGNOR;Wang,HPRD:9162089;HPRD:9254654;InnateDB:18322230;NetPath:9162089;NetPath:9254654;SIGNOR:9162089,5,6
Q06124,P35221,PTPN11,CTNNA1,1,0,1,1,0,1,,ProtMapper;SIGNOR;SIGNOR_ProtMapper,ProtMapper:16767162;SIGNOR:16767162,3,2
Q06124,P31260,PTPN11,HOXA10,1,1,0,1,1,0,,SIGNOR,SIGNOR:19022774,1,1
Q06124,P35568,PTPN11,IRS1,1,0,1,1,0,1,,Adhesome;BioGRID;DEPOD;HPRD;Lit-BM-17;NetPath;ProtMapper;SIGNOR;SIGNOR_ProtMapper;Wang,Adhesome:10660596;Adhesome:11781100;Adhesome:7513703;Adhesome:7935386;Adhesome:8505282;Adhesome:9303488;Adhesome:9756938;BioGRID:8505282;BioGRID:9756938;DEPOD:7515062;DEPOD:7935386;HPRD:7935386;HPRD:8505282;HPRD:9756938;Lit-BM-17:11781100;Lit-BM-17:7513703;Lit-BM-17:8505282;Lit-BM-17:9756938;NetPath:11788580;ProtMapper:10660596;ProtMapper:7515062;SIGNOR:10660596;SIGNOR:7515062,10,23
Q06124,Q99683,PTPN11,MAP3K5,1,1,0,1,1,0,,InnateDB;ProtMapper;SIGNOR;SIGNOR_ProtMapper,InnateDB:19287004;ProtMapper:19287004;SIGNOR:19287004,4,3
Q06124,O95297,PTPN11,MPZL1,1,0,1,1,0,1,,BioGRID;DEPOD;HPRD;HPRD-phos;ProtMapper;SIGNOR;SIGNOR_ProtMapper;Wang,BioGRID:9792637;DEPOD:10681522;DEPOD:9792637;HPRD-phos:10681522;HPRD-phos:11751924;HPRD-phos:15588985;HPRD-phos:9792637;HPRD:10681522;HPRD:11751924;HPRD:9792637;ProtMapper:10681522;SIGNOR:10681522,8,12
Q06124,P01111,PTPN11,NRAS,1,1,0,1,1,0,,ProtMapper;SIGNOR;SIGNOR_ProtMapper;Wang,ProtMapper:26617336;SIGNOR:26617336,4,2
O15264,P16949,MAPK13,STMN1,1,1,1,1,0,1,,HPRD_MIMP;KEA;MIMP;NCI-PID_ProtMapper;PhosphoNetworks;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;SIGNOR;SIGNOR_ProtMapper;Wang;iPTMnet;phosphoELM;phosphoELM_KEA;phosphoELM_MIMP,KEA:11135364;KEA:16083285;KEA:16094384;KEA:16427064;KEA:16964243;KEA:17081983;KEA:8125092;KEA:8245003;KEA:8325880;KEA:8325881;KEA:8376365;KEA:93315482;KEA:94064639;KEA:9731215;ProtMapper:8125092;ProtMapper:8325880;ProtMapper:9731215;SIGNOR:8125092;SIGNOR:8325880;iPTMnet:16110469;iPTMnet:8125092;iPTMnet:8325880;iPTMnet:9731215;phosphoELM:9731215,16,24
Q06124,Q05397,PTPN11,PTK2,1,0,1,1,0,1,,Adhesome;HPRD;KEA;Kinexus_KEA;ProtMapper;SIGNOR;SIGNOR_ProtMapper;Sparser_ProtMapper;Wang,Adhesome:10082579;Adhesome:10655584;Adhesome:19698715;Adhesome:21726809;Adhesome:7589239;Adhesome:8986614;HPRD:10082579;HPRD:10655584;HPRD:7589239;HPRD:8986614;KEA:14572662;KEA:15561106;KEA:15598735;ProtMapper:16920701;ProtMapper:23335101;SIGNOR:16920701,9,16
Q00535,Q14194,CDK5,CRMP1,1,1,0,1,1,0,,HPRD_MIMP;MIMP;PhosphoSite;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;SIGNOR;SIGNOR_ProtMapper;Sparser_ProtMapper;iPTMnet,PhosphoSite:18003833;ProtMapper:16611631;ProtMapper:18003833;ProtMapper:22279220;SIGNOR:16611631;SIGNOR:18003833;iPTMnet:16611631;iPTMnet:18003833,10,8
P06241,P84243,FYN,H3F3B,1,1,0,1,1,0,,HPRD_MIMP;MIMP;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;SIGNOR;SIGNOR_ProtMapper;iPTMnet;phosphoELM_MIMP,ProtMapper:15537652;SIGNOR:15537652;iPTMnet:15537652,9,3
Q06124,P12931,PTPN11,SRC,1,1,0,1,1,0,,Adhesome;DEPOD;HPRD;KEA;Kinexus_KEA;Li2012;ProtMapper;REACH_ProtMapper;RLIMS-P_ProtMapper;SIGNOR;SIGNOR_ProtMapper;Wang,Adhesome:14687660;Adhesome:20308328;DEPOD:18482983;HPRD:14687660;KEA:10698938;ProtMapper:17974954;ProtMapper:18482983;ProtMapper:18757826;ProtMapper:24632723;SIGNOR:17974954,12,10
Q13315,Q6UWZ7,ATM,ABRAXAS1,1,1,0,1,1,0,,PhosphoSite;PhosphoSite_ProtMapper;PhosphoSite_noref;ProtMapper;SIGNOR;SIGNOR_ProtMapper;iPTMnet,PhosphoSite:17525340;PhosphoSite:26778126;ProtMapper:26778126;SIGNOR:26778126;iPTMnet:26778126,7,5
P28482,P23443,MAPK1,RPS6KB1,1,1,0,1,1,0,,ACSN;HPRD;HPRD_MIMP;KEA;Kinexus_KEA;MIMP;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;SIGNOR;SIGNOR_ProtMapper;Wang;iPTMnet;phosphoELM_MIMP,ACSN:10601235;ACSN:11431469;ACSN:11940578;ACSN:12040186;ACSN:12697810;ACSN:12738796;ACSN:12792650;ACSN:15173823;ACSN:15187187;ACSN:15547943;ACSN:16039586;ACSN:16227978;ACSN:17052211;ACSN:17255949;ACSN:18039929;ACSN:18775330;ACSN:19091303;ACSN:19541618;ACSN:19565474;ACSN:20080742;HPRD:11279232;HPRD:12054624;KEA:9271440;KEA:9722592;ProtMapper:11705993;ProtMapper:14967450;ProtMapper:15774499;ProtMapper:19085255;ProtMapper:21035469;ProtMapper:7545671;SIGNOR:11705993;SIGNOR:14967450;SIGNOR:15774499;SIGNOR:19085255;SIGNOR:21035469;SIGNOR:7545671;iPTMnet:11279232;iPTMnet:11705993;iPTMnet:14967450;iPTMnet:15774499;iPTMnet:19085255;iPTMnet:21035469;iPTMnet:7545671,14,43
Q05209,P56945,PTPN12,BCAR1,1,0,1,1,0,1,,Adhesome;BioGRID;DEPOD;DOMINO;HPRD;IntAct;SIGNOR;Wang,Adhesome:11432829;Adhesome:8887669;Adhesome:9285683;BioGRID:12714323;DEPOD:12714323;DEPOD:8887669;DEPOD:9285683;DEPOD:9748319;DEPOD:9920935;DOMINO:9285683;HPRD:12714323;HPRD:8887669;HPRD:9285683;HPRD:9748319;HPRD:9920935;IntAct:9285683;SIGNOR:11432829,8,17
Q05209,Q14161,PTPN12,GIT2,1,0,1,1,0,1,,ProtMapper;SIGNOR;SIGNOR_ProtMapper,ProtMapper:16317044;SIGNOR:16317044,3,2
Q05209,P06213,PTPN12,INSR,1,0,1,1,0,1,,Adhesome;HPRD;ProtMapper;SIGNOR;SIGNOR_ProtMapper,Adhesome:19167335;Adhesome:8454633;HPRD:8454633;ProtMapper:10734133;ProtMapper:8454633;SIGNOR:10734133;SIGNOR:8454633,5,7
Q92793,P52630,CREBBP,STAT2,1,1,0,1,1,0,,BioGRID;HPRD;Lit-BM-17;SIGNOR;Wang;iPTMnet,BioGRID:28707474;HPRD:10464260;HPRD:8848048;Lit-BM-17:8848048;SIGNOR:17923090;iPTMnet:17923090,6,6
Q05209,O60674,PTPN12,JAK2,1,0,1,1,0,1,,CancerCellMap;HPRD;NetPath;ProtMapper;SIGNOR;SIGNOR_ProtMapper;Wang,CancerCellMap:11731619;HPRD:11731619;NetPath:11731619;ProtMapper:11731619;SIGNOR:11731619,7,5
Q05209,Q14289,PTPN12,PTK2B,1,0,1,1,0,1,,Adhesome;DEPOD;HPRD;HPRD-phos;ProtMapper;SIGNOR;SIGNOR_ProtMapper;Wang,Adhesome:11337490;Adhesome:12231407;DEPOD:11337490;HPRD-phos:11337490;HPRD-phos:12231407;HPRD:11337490;HPRD:12231407;HPRD:15588985;ProtMapper:11337490;SIGNOR:11337490,8,10
Q05209,P29353,PTPN12,SHC1,1,0,1,1,0,1,,Adhesome;HPRD;IntAct;Lit-BM-17;ProtMapper;SIGNOR;SIGNOR_ProtMapper;Wang,Adhesome:11342545;Adhesome:11432829;Adhesome:12052829;Adhesome:20075861;Adhesome:20697350;Adhesome:24412244;Adhesome:7929214;Adhesome:8626541;HPRD:11342545;HPRD:11432829;HPRD:12052829;HPRD:7929214;HPRD:8626541;IntAct:24412244;Lit-BM-17:19380743;Lit-BM-17:24189400;Lit-BM-17:24412244;Lit-BM-17:7929214;Lit-BM-17:8626541;ProtMapper:8939605;SIGNOR:8939605,8,21
Q12933,Q13077,TRAF2,TRAF1,1,1,0,1,1,0,,BioGRID;CancerCellMap;HPRD;HuRI;InnateDB;IntAct;Lit-BM-17;NetPath;SIGNOR;Wang,BioGRID:14557256;BioGRID:29748372;CancerCellMap:8548810;HPRD:14743216;HPRD:8069916;HPRD:8702708;InnateDB:14743216;InnateDB:15323523;InnateDB:21903422;InnateDB:9718306;IntAct:14743216;IntAct:25241761;IntAct:31515488;IntAct:8069916;Lit-BM-17:10544141;Lit-BM-17:11181075;Lit-BM-17:14557256;Lit-BM-17:14743216;Lit-BM-17:15383523;Lit-BM-17:19287455;Lit-BM-17:20385093;Lit-BM-17:21903422;Lit-BM-17:25241761;Lit-BM-17:25996949;Lit-BM-17:8069916;Lit-BM-17:8702708;Lit-BM-17:9500555;Lit-BM-17:9718306;NetPath:12887920;SIGNOR:8069916,10,30
Q13077,Q12933,TRAF1,TRAF2,1,1,0,1,1,0,,BioGRID;CancerCellMap;HPRD;HuRI;InnateDB;IntAct;Lit-BM-17;NetPath;SIGNOR;Wang,BioGRID:14557256;BioGRID:29748372;CancerCellMap:8548810;HPRD:14743216;HPRD:8069916;HPRD:8702708;InnateDB:14743216;InnateDB:15323523;InnateDB:21903422;InnateDB:9718306;IntAct:14743216;IntAct:25241761;IntAct:31515488;IntAct:8069916;Lit-BM-17:10544141;Lit-BM-17:11181075;Lit-BM-17:14557256;Lit-BM-17:14743216;Lit-BM-17:15383523;Lit-BM-17:19287455;Lit-BM-17:20385093;Lit-BM-17:21903422;Lit-BM-17:25241761;Lit-BM-17:25996949;Lit-BM-17:8069916;Lit-BM-17:8702708;Lit-BM-17:9500555;Lit-BM-17:9718306;NetPath:12887920;SIGNOR:8069916,10,30
Q9H257,O95999,CARD9,BCL10,1,1,0,1,1,0,,BioGRID;HPRD;InnateDB;Lit-BM-17;SIGNOR,BioGRID:28765954;HPRD:11053425;InnateDB:11053425;InnateDB:22423967;Lit-BM-17:11053425;SIGNOR:11053425,5,6
O14640,P25054,DVL1,APC,1,0,1,1,0,1,,IntAct;SIGNOR;Wang,IntAct:20224554;SIGNOR:10330181,3,2
Q05209,P42768,PTPN12,WAS,1,0,1,1,0,1,,DEPOD;HPRD;HPRD-phos;IntAct;NetPath;ProtMapper;SIGNOR;SIGNOR_ProtMapper;Wang,DEPOD:14707117;HPRD-phos:11711533;HPRD:11711533;HPRD:14707117;HPRD:15588985;IntAct:14707117;IntAct:19167335;NetPath:14707117;ProtMapper:14707117;SIGNOR:11711533;SIGNOR:14707117,9,11
Q12923,P06213,PTPN13,INSR,1,0,1,1,0,1,,ProtMapper;SIGNOR;SIGNOR_ProtMapper,ProtMapper:15611135;SIGNOR:15611135,3,2
Q15678,P56945,PTPN14,BCAR1,1,0,1,1,0,1,,ProtMapper;REACH_ProtMapper;SIGNOR;SIGNOR_ProtMapper,ProtMapper:22710723;SIGNOR:22710723,4,2
P18031,P00519,PTPN1,ABL1,1,0,1,1,0,1,,Adhesome;SIGNOR,Adhesome:16537444;SIGNOR:9566916,2,2
P18031,P12814,PTPN1,ACTN1,1,1,1,1,0,1,,Adhesome;DEPOD;HPRD;HPRD-phos;ProtMapper;SIGNOR;SIGNOR_ProtMapper;Wang,Adhesome:16291744;DEPOD:16291744;HPRD-phos:16291744;HPRD:16291744;ProtMapper:16291744;SIGNOR:16291744,8,6
P31749,P18031,AKT1,PTPN1,1,0,1,1,0,1,,Adhesome;HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;InnateDB;KEA;Kinexus_KEA;MIMP;PhosphoPoint;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;SIGNOR_ProtMapper;Wang;dbPTM;iPTMnet;phosphoELM_MIMP,Adhesome:11579209;HPRD-phos:11579209;HPRD-phos:18691976;HPRD:11579209;InnateDB:11579209;KEA:10480872;KEA:11579209;ProtMapper:11579209;dbPTM:10480872;dbPTM:11579209;dbPTM:17081983;dbPTM:18691976;iPTMnet:11579209;iPTMnet:18691976,19,14
P18031,Q9Y243,PTPN1,AKT3,1,0,1,1,0,1,,SIGNOR,SIGNOR:15632081,1,1
P18031,P11274,PTPN1,BCR,1,0,1,1,0,1,,HPRD;HPRD-phos;IntAct;SIGNOR,HPRD-phos:9566916;HPRD:9566916;IntAct:9566916;SIGNOR:9566916,4,4
Q96PY6,P21796,NEK1,VDAC1,1,0,1,1,0,1,,MIMP;PhosphoSite;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;REACH_ProtMapper;RLIMS-P_ProtMapper;SIGNOR;SIGNOR_ProtMapper;Sparser_ProtMapper;iPTMnet,PhosphoSite:19158487;PhosphoSite:20230784;PhosphoSite:25545271;ProtMapper:19158487;ProtMapper:20230784;ProtMapper:22988443;ProtMapper:24970796;ProtMapper:25545271;SIGNOR:20230784;iPTMnet:20230784,11,10
O15111,Q9Y6Q9,CHUK,NCOA3,1,1,0,1,1,0,,BioGRID;HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;InnateDB;KEA;MIMP;PhosphoPoint;PhosphoSite;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;SIGNOR;SIGNOR_ProtMapper;iPTMnet;phosphoELM_MIMP,BioGRID:15808510;HPRD-phos:15302935;HPRD-phos:15383283;HPRD-phos:16135815;HPRD-phos:16964243;HPRD-phos:18669648;HPRD-phos:19413330;HPRD-phos:19651622;HPRD-phos:20068231;HPRD:11971985;InnateDB:11971985;InnateDB:15808510;KEA:15302935;KEA:15383283;KEA:15808510;KEA:16135815;PhosphoSite:22505454;ProtMapper:15383283;ProtMapper:22505454;SIGNOR:15383283;SIGNOR:15808510;SIGNOR:22505454;iPTMnet:15302935;iPTMnet:15383283;iPTMnet:16135815;iPTMnet:16964243;iPTMnet:18669648;iPTMnet:19413330;iPTMnet:19651622;iPTMnet:20068231;iPTMnet:22505454,18,31
P68400,P35579,CSNK2A1,MYH9,1,1,0,1,1,0,,HPRD_MIMP;MIMP;PhosphoSite;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;SIGNOR;SIGNOR_ProtMapper;iPTMnet;phosphoELM_MIMP,PhosphoSite:18971378;PhosphoSite:19826041;PhosphoSite:22123909;PhosphoSite:24462114;ProtMapper:17567956;ProtMapper:18971378;ProtMapper:21316371;ProtMapper:22123909;SIGNOR:17567956;SIGNOR:18971378;SIGNOR:21316371;SIGNOR:22123909;iPTMnet:17567956;iPTMnet:18971378;iPTMnet:21316371;iPTMnet:22123909,10,16
P18031,P29320,PTPN1,EPHA3,1,0,1,1,0,1,,DEPOD;ProtMapper;SIGNOR;SIGNOR_ProtMapper,DEPOD:21135139;ProtMapper:21135139;SIGNOR:21135139,4,3
P49841,P17676,GSK3B,CEBPB,1,1,0,1,1,0,,KEA;MIMP;NetworKIN_KEA;PhosphoSite;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;REACH_ProtMapper;RLIMS-P_ProtMapper;SIGNOR;SIGNOR_ProtMapper;Sparser_ProtMapper;iPTMnet;phosphoELM_KEA,KEA:15985551;KEA:15985552;KEA:17570479;PhosphoSite:22080951;ProtMapper:16055922;ProtMapper:17601773;ProtMapper:19940121;ProtMapper:22355693;ProtMapper:22369944;ProtMapper:23046544;SIGNOR:17601773;SIGNOR:22369944;iPTMnet:17601773;iPTMnet:22369944,14,14
P17612,Q9Y6Q9,PRKACA,NCOA3,1,1,0,1,1,0,,HPRD_MIMP;MIMP;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;SIGNOR;SIGNOR_ProtMapper;iPTMnet;phosphoELM_MIMP,ProtMapper:15383283;ProtMapper:22505454;SIGNOR:15383283;SIGNOR:22505454;iPTMnet:15383283;iPTMnet:22505454,9,6
P24941,Q15910,CDK2,EZH2,1,1,0,1,1,0,,KEA;MIMP;NetworKIN_KEA;PhosphoSite;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;REACH_ProtMapper;RLIMS-P_ProtMapper;SIGNOR;SIGNOR_ProtMapper;Sparser_ProtMapper;dbPTM;iPTMnet,KEA:17570479;PhosphoSite:26279746;ProtMapper:23241245;ProtMapper:25800736;ProtMapper:26279746;ProtMapper:27863310;ProtMapper:29556394;ProtMapper:29576612;SIGNOR:23241245;dbPTM:20935635;iPTMnet:23241245,14,11
O14920,Q12778,IKBKB,FOXO1,1,0,1,1,0,1,,SIGNOR,SIGNOR:15084260;SIGNOR:19188143,1,2
O14920,A8MYZ6,IKBKB,FOXO6,1,0,1,1,0,1,,SIGNOR,SIGNOR:15084260;SIGNOR:19188143,1,2
O14920,P98177,IKBKB,FOXO4,1,0,1,1,0,1,,SIGNOR,SIGNOR:15084260;SIGNOR:19188143,1,2
O14920,O43524,IKBKB,FOXO3,1,0,1,1,0,1,,ACSN;HPRD;InnateDB;KEA;Lit-BM-17;MIMP;NCI-PID_ProtMapper;PhosphoNetworks;PhosphoPoint;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;REACH_ProtMapper;SIGNOR;SIGNOR_ProtMapper;Sparser_ProtMapper;Wang;iPTMnet;phosphoELM;phosphoELM_KEA;phosphoELM_MIMP,ACSN:15084260;ACSN:20300203;HPRD:15084260;InnateDB:22531926;KEA:15084260;Lit-BM-17:15084260;Lit-BM-17:25241761;ProtMapper:15084260;ProtMapper:16806782;ProtMapper:19188143;ProtMapper:19701188;ProtMapper:20625400;ProtMapper:21443462;ProtMapper:21911455;ProtMapper:22649777;ProtMapper:23262029;ProtMapper:23691078;ProtMapper:25849741;ProtMapper:30142927;SIGNOR:15084260;SIGNOR:19188143;iPTMnet:15084260;iPTMnet:19188143;phosphoELM:15084260,22,24
P25116,Q03113,F2R,GNA12,1,1,0,1,1,0,,HPRD;SIGNOR;Wang,HPRD:8290554;SIGNOR:22972936;SIGNOR:31160049,3,3
