X1	X3	X2
Perturbation	activates	OSM 
Perturbation	activates	OSTN 
Perturbation	activates	OTUB1 
Perturbation	activates	OTUD5 
Perturbation	activates	OXGR1 
Perturbation	activates	OXT 
Perturbation	activates	P2RY1 
Perturbation	activates	P2RY10 
Perturbation	activates	P2RY11 
Perturbation	activates	P2RY12 
Perturbation	activates	P2RY13 
Perturbation	activates	P2RY2 
Perturbation	activates	P2RY4 
Perturbation	activates	P2RY6 
Perturbation	activates	PACSIN3 
Perturbation	activates	PAEP 
Perturbation	activates	PAF1 
Perturbation	activates	PAIP2 
Perturbation	activates	PAK5 
Perturbation	activates	PAN2 
Perturbation	activates	PAN3 
Perturbation	activates	PAPPA 
Perturbation	activates	PAPPA2 
Perturbation	activates	PARP10 
Perturbation	activates	PARVA 
Perturbation	activates	PATZ1 
Perturbation	activates	PAWR 
Perturbation	activates	PAX5 
Perturbation	activates	PBK 
Perturbation	activates	PCBD1 
Perturbation	activates	PCGF2 
Perturbation	activates	PCOLCE 
Perturbation	activates	PCSK6 
Perturbation	activates	PCSK7 
Perturbation	activates	PCSK9 
Perturbation	activates	PDC 
Perturbation	activates	PDCD1LG2 
Perturbation	activates	PDCD6IP 
Perturbation	activates	PDE4DIP 
Perturbation	activates	PDGFC 
Perturbation	activates	PDGFD 
Perturbation	activates	PDHX 
Perturbation	activates	PDIA3 
Perturbation	activates	PDK2 
Perturbation	activates	PDK3 
Perturbation	activates	PDK4 
Perturbation	activates	PDP1 
Perturbation	activates	PDP2 
Perturbation	activates	PDPK2P 
Perturbation	activates	PDYN 
Perturbation	activates	PDZD3 
Perturbation	activates	PENK 
Perturbation	activates	PER3 
Perturbation	activates	PEX10 
Perturbation	activates	PF4 
Perturbation	activates	PGAM5 
Perturbation	activates	PGF 
Perturbation	activates	PHACTR1 
Perturbation	activates	PHB 
Perturbation	activates	PHF1 
Perturbation	activates	PHF21A 
Perturbation	activates	PHF6 
Perturbation	activates	PHF8 
Perturbation	activates	PHKA1 
Perturbation	activates	PHKG1 
Perturbation	activates	PHKG2 
Perturbation	activates	PHLPP2 
Perturbation	activates	PHPT1 
Perturbation	activates	PIAS2 
Perturbation	activates	PICK1 
Perturbation	activates	PIRT 
Perturbation	activates	PITRM1 
Perturbation	activates	PITX3 
Perturbation	activates	PJA1 
Perturbation	activates	PKD1L3 
Perturbation	activates	PKN3 
Perturbation	activates	PKNOX1 
Perturbation	activates	PLEKHG1 
Perturbation	activates	PLEKHG3 
Perturbation	activates	PLEKHG4 
Perturbation	activates	PLEKHG4B 
Perturbation	activates	PLEKHG5 
Perturbation	activates	PLK2 
Perturbation	activates	PLK3 
Perturbation	activates	PLK4 
Perturbation	activates	PLRG1 
Perturbation	activates	PLTP 
Perturbation	activates	PMCH 
Perturbation	activates	PMP22 
Perturbation	activates	PNCK 
Perturbation	activates	PNOC 
Perturbation	activates	PNRC1 
Perturbation	activates	PODXL2 
Perturbation	activates	POFUT1 
Perturbation	activates	POGLUT1 
Perturbation	activates	POLA2 
Perturbation	activates	POLD1 
Perturbation	activates	POLR2B 
Perturbation	activates	POLR2C 
Perturbation	activates	POLR2K 
Perturbation	activates	POMC 
Perturbation	activates	POP1 
Perturbation	activates	PORCN 
Perturbation	activates	POT1 
Perturbation	activates	POU4F2 
Perturbation	activates	PPA1 
Perturbation	activates	PPIB 
Perturbation	activates	PPID 
Perturbation	activates	PPM1B 
Perturbation	activates	PPM1E 
Perturbation	activates	PPM1F 
Perturbation	activates	PPM1G 
Perturbation	activates	PPM1L 
Perturbation	activates	PPM1M 
Perturbation	activates	PPP1R13B 
Perturbation	activates	PPP1R13L 
Perturbation	activates	PPP1R3A 
Perturbation	activates	PPP2R1B 
Perturbation	activates	PPP2R2B 
Perturbation	activates	PPP2R2C 
Perturbation	activates	PPP2R5B 
Perturbation	activates	PPP4R3A 
Perturbation	activates	PPP6C 
Perturbation	activates	PPY 
Perturbation	activates	PRCC 
Perturbation	activates	PRDM16 
Perturbation	activates	PRDM2 
Perturbation	activates	PREX2 
Perturbation	activates	PRKACG 
Perturbation	activates	PRKAR1B 
Perturbation	activates	PRKCH 
Perturbation	activates	PRKCSH 
Perturbation	activates	PRKG2 
Perturbation	activates	PRKRA 
Perturbation	activates	PRKX 
Perturbation	activates	PRLH 
Perturbation	activates	PRMT2 
Perturbation	activates	PRMT6 
Perturbation	activates	PRND 
Perturbation	activates	PROK1 
Perturbation	activates	PRPF4B 
Perturbation	activates	PRR5 
Perturbation	activates	PRSS21 
Perturbation	activates	PSAP 
Perturbation	activates	PSD3 
Perturbation	activates	PSMB4 
Perturbation	activates	PSMD10 
Perturbation	activates	PSMD2 
Perturbation	activates	PSME3 
Perturbation	activates	PSPN 
Perturbation	activates	PTCRA 
Perturbation	activates	PTDSS1 
Perturbation	activates	PTGER1 
Perturbation	activates	PTGER2 
Perturbation	activates	PTGER3 
Perturbation	activates	PTGER4 
Perturbation	activates	PTGIR 
Perturbation	activates	PTH 
Perturbation	activates	PTH2 
Perturbation	activates	PTK6 
Perturbation	activates	PTMA 
Perturbation	activates	PTN 
Perturbation	activates	PTP4A1 
Perturbation	activates	PTP4A2 
Perturbation	activates	PTP4A3 
Perturbation	activates	PTPA 
Perturbation	activates	PTPN13 
Perturbation	activates	PTPN14 
Perturbation	activates	PTPN21 
Perturbation	activates	PTPN3 
Perturbation	activates	PTPN9 
Perturbation	activates	PTPRB 
Perturbation	activates	PTPRD 
Perturbation	activates	PTPRE 
Perturbation	activates	PTPRG 
Perturbation	activates	PTPRK 
Perturbation	activates	PTPRM 
Perturbation	activates	PTPRT 
Perturbation	activates	PTPRU 
Perturbation	activates	PTX3 
Perturbation	activates	PVR 
Perturbation	activates	PYDC1 
Perturbation	activates	PYDC2 
Perturbation	activates	PYY 
Perturbation	activates	QRFP 
Perturbation	activates	RAB11A 
Perturbation	activates	RAB23 
Perturbation	activates	RAB2A 
Perturbation	activates	RAB33B 
Perturbation	activates	RAB3IP 
Perturbation	activates	RAB7A 
Perturbation	activates	RABAC1 
Perturbation	activates	RAC3 
Perturbation	activates	RAD23B 
Perturbation	activates	RAD54L 
Perturbation	activates	RAE1 
Perturbation	activates	RAET1E 
Perturbation	activates	RAET1G 
Perturbation	activates	RAET1L 
Perturbation	activates	RALB 
Perturbation	activates	RANBP17 
Perturbation	activates	RAP1GDS1 
Perturbation	activates	RAPGEF3 
Perturbation	activates	RAPGEF4 
Perturbation	activates	RAPGEF6 
Perturbation	activates	RARRES2 
Perturbation	activates	RARRES3 
Perturbation	activates	RASA4 
Perturbation	activates	RASGEF1A 
Perturbation	activates	RASGEF1B 
Perturbation	activates	RASGEF1C 
Perturbation	activates	RASGRP4 
Perturbation	activates	RASSF3 
Perturbation	activates	RASSF4 
Perturbation	activates	RASSF6 
Perturbation	activates	RBM15 
Perturbation	activates	RECK 
Perturbation	activates	RECQL5 
Perturbation	activates	RELN 
Perturbation	activates	REPS2 
Perturbation	activates	RET_PTC2 
Perturbation	activates	RFNG 
Perturbation	activates	RFX1 
Perturbation	activates	RGMA 
Perturbation	activates	RGS4 
Perturbation	activates	RGS6 
Perturbation	activates	RGS9 
Perturbation	activates	RHOG 
Perturbation	activates	RHOH 
Perturbation	activates	RILPL2 
Perturbation	activates	RIN2 
Perturbation	activates	RING1 
Perturbation	activates	RIOX1 
Perturbation	activates	RITA1 
Perturbation	activates	RLF 
Perturbation	activates	RLIM 
Perturbation	activates	RLN1 
Perturbation	activates	RLN2 
Perturbation	activates	RLN3 
Perturbation	activates	RMI1 
Perturbation	activates	RNASE2 
Perturbation	activates	RNF125 
Perturbation	activates	RNF135 
Perturbation	activates	RNF146 
Perturbation	activates	RNF24 
Perturbation	activates	RNPS1 
Perturbation	activates	RORB 
Perturbation	activates	RORC 
Perturbation	activates	RPAP2 
Perturbation	activates	RPGRIP1 
Perturbation	activates	RPGRIP1L 
Perturbation	activates	RPL10 
Perturbation	activates	RPL11 
Perturbation	activates	RPL5 
Perturbation	activates	RPN1 
Perturbation	activates	RPS19BP1 
Perturbation	activates	RRAGA 
Perturbation	activates	RRAGB 
Perturbation	activates	RSF1 
Perturbation	activates	RSPO1 
Perturbation	activates	RSPO2 
Perturbation	activates	RSPO3 
Perturbation	activates	RSPO4 
Perturbation	activates	RTN4 
Perturbation	activates	RUVBL1 
Perturbation	activates	RUVBL2 
Perturbation	activates	RWDD3 
Perturbation	activates	RYBP 
Perturbation	activates	S100A1 
Perturbation	activates	S100A10 
Perturbation	activates	S100P 
Perturbation	activates	S1PR2 
Perturbation	activates	S1PR3 
Perturbation	activates	S1PR4 
Perturbation	activates	S1PR5 
Perturbation	activates	SAA1 
Perturbation	activates	SAFB 
Perturbation	activates	SAG 
Perturbation	activates	SARM1 
Perturbation	activates	SARS 
Perturbation	activates	SATB2 
Perturbation	activates	SBDS 
Perturbation	activates	SCO2 
Perturbation	activates	SCT 
Perturbation	activates	SDF2L1 
Perturbation	activates	SDHAF2 
Perturbation	activates	SEC63 
Perturbation	activates	SEM1 
Perturbation	activates	SEMA3A 
Perturbation	activates	SEMA3B 
Perturbation	activates	SEMA3C 
Perturbation	activates	SEMA3E 
Perturbation	activates	SEMA3F 
Perturbation	activates	SEMA4D 
Perturbation	activates	SEMA5A 
Perturbation	activates	SEMA6D 
Perturbation	activates	SEMA7A 
Perturbation	activates	SENP1 
Perturbation	activates	SENP3 
Perturbation	activates	SEPT12 
Perturbation	activates	SEPT4 
Perturbation	activates	SEPT7 
Perturbation	activates	SEPT9 
Perturbation	activates	SERPINA1 
Perturbation	activates	SERPINB8 
Perturbation	activates	SERPINB9 
Perturbation	activates	SERPINC1 
Perturbation	activates	SERPIND1 
Perturbation	activates	SERPINE2 
Perturbation	activates	SERPINF2 
Perturbation	activates	SERPING1 
Perturbation	activates	SERTAD1 
Perturbation	activates	SESN2 
Perturbation	activates	SESTD1 
Perturbation	activates	SETBP1 
Perturbation	activates	SETD1A 
Perturbation	activates	SETD1B 
Perturbation	activates	SETD7 
Perturbation	activates	SETDB2 
Perturbation	activates	SFRP4 
Perturbation	activates	SFTPA1 
Perturbation	activates	SH3BP1 
Perturbation	activates	SH3BP4 
Perturbation	activates	SHANK1 
Perturbation	activates	SHB 
Perturbation	activates	SHC4 
Perturbation	activates	SHOC2 
Perturbation	activates	SHPRH 
Perturbation	activates	SIGIRR 
Perturbation	activates	SIKE1 
Perturbation	activates	SIPA1 
Perturbation	activates	SIRT3 
Perturbation	activates	SIRT6 
Perturbation	activates	SIRT7 
Perturbation	activates	SKOR1 
Perturbation	activates	SLC2A4RG 
Perturbation	activates	SLC30A9 
Perturbation	activates	SLC38A9 
Perturbation	activates	SLC50A1 
Perturbation	activates	SLC9A3R2 
Perturbation	activates	SLIT1 
Perturbation	activates	SLIT3 
Perturbation	activates	SMARCAD1 
Perturbation	activates	SMARCB1 
Perturbation	activates	SMARCD1 
Perturbation	activates	SMARCE1 
Perturbation	activates	SMCR8 
Perturbation	activates	SMG9 
Perturbation	activates	SNF8 
Perturbation	activates	SNIP1 
Perturbation	activates	SNPH 
Perturbation	activates	SNRPC 
Perturbation	activates	SNX1 
Perturbation	activates	SOCS2 
Perturbation	activates	SOCS4 
Perturbation	activates	SOCS5 
Perturbation	activates	SOCS6 
Perturbation	activates	SOST 
Perturbation	activates	SOX17 
Perturbation	activates	SOX3 
Perturbation	activates	SP100 
Perturbation	activates	SP2 
Perturbation	activates	SPATA13 
Perturbation	activates	SPDYA 
Perturbation	activates	SPHKAP 
Perturbation	activates	SPNS1 
Perturbation	activates	SPOP 
Perturbation	activates	SPP1 
Perturbation	activates	SPRY4 
Perturbation	activates	SRCAP 
Perturbation	activates	SREK1 
Perturbation	activates	SRGAP1 
Perturbation	activates	SRGAP3 
Perturbation	activates	SRI 
Perturbation	activates	SRP54 
Perturbation	activates	SRSF7 
Perturbation	activates	SS18L1 
Perturbation	activates	SSBP1 
Perturbation	activates	SSH2 
Perturbation	activates	SSH3 
Perturbation	activates	SST 
Perturbation	activates	ST6GAL1 
Perturbation	activates	STAMBP 
Perturbation	activates	STARD13 
Perturbation	activates	STARD8 
Perturbation	activates	STIL 
Perturbation	activates	STK10 
Perturbation	activates	STK17A 
Perturbation	activates	STK26 
Perturbation	activates	STOML2 
Perturbation	activates	STRADB 
Perturbation	activates	STX5 
Perturbation	activates	STXBP4 
Perturbation	activates	STXBP6 
Perturbation	activates	STYX 
Perturbation	activates	SUGT1 
Perturbation	activates	SUMO2 
Perturbation	activates	SUMO3 
Perturbation	activates	SUPT20H 
Perturbation	activates	SUV39H2 
Perturbation	activates	SVIL 
Perturbation	activates	SYDE2 
Perturbation	activates	SYMPK 
Perturbation	activates	SYNJ2BP 
Perturbation	activates	SYVN1 
Perturbation	activates	TAC1 
Perturbation	activates	TAC3 
Perturbation	activates	TAC4 
Perturbation	activates	TAGAP 
Perturbation	activates	TAGLN 
Perturbation	activates	TANK 
Perturbation	activates	TAOK2 
Perturbation	activates	TARBP2 
Perturbation	activates	TARDBP 
Perturbation	activates	TASP1 
Perturbation	activates	TAX1BP1 
Perturbation	activates	TBC1D15 
Perturbation	activates	TBC1D7 
Perturbation	activates	TBL1X 
Perturbation	activates	TBL1Y 
Perturbation	activates	TBX2 
Perturbation	activates	TCEA1 
Perturbation	activates	TCL1B 
Perturbation	activates	TDGF1 
Perturbation	activates	TESK2 
Perturbation	activates	TET3 
Perturbation	activates	TFAP2B 
Perturbation	activates	TFAP4 
Perturbation	activates	TFDP2 
Perturbation	activates	TFG 
Perturbation	activates	TGIF1 
Perturbation	activates	THAP12 
Perturbation	activates	THBS2 
Perturbation	activates	THEM4 
Perturbation	activates	THPO 
Perturbation	activates	THRAP3 
Perturbation	activates	TIAM2 
Perturbation	activates	TIFAB 
Perturbation	activates	TIMD4 
Perturbation	activates	TIPRL 
Perturbation	activates	TJP2 
Perturbation	activates	TKFC 
Perturbation	activates	TLE2 
Perturbation	activates	TLE4 
Perturbation	activates	TLK2 
Perturbation	activates	TLX1 
Perturbation	activates	TLX3 
Perturbation	activates	TMED10 
Perturbation	activates	TMOD1 
Perturbation	activates	TMPRSS6 
Perturbation	activates	TMSB4X 
Perturbation	activates	TNC 
Perturbation	activates	TNFSF12 
Perturbation	activates	TNFSF13 
Perturbation	activates	TNFSF13B 
Perturbation	activates	TNFSF14 
Perturbation	activates	TNFSF15 
Perturbation	activates	TNFSF18 
Perturbation	activates	TNFSF4 
Perturbation	activates	TNFSF8 
Perturbation	activates	TNFSF9 
Perturbation	activates	TNNI1 
Perturbation	activates	TP53INP2 
Perturbation	activates	TPBG 
Perturbation	activates	TPH1 
Perturbation	activates	TPO 
Perturbation	activates	TPPP 
Perturbation	activates	TRAF7 
Perturbation	activates	TRAK2 
Perturbation	activates	TRDMT1 
Perturbation	activates	TREX1 
Perturbation	activates	TRH 
Perturbation	activates	TRIM11 
Perturbation	activates	TRIM21 
Perturbation	activates	TRIM24 
Perturbation	activates	TRIM33 
Perturbation	activates	TRIM44 
Perturbation	activates	TRIM59 
Perturbation	activates	TRIM8 
Perturbation	activates	TRIO 
Perturbation	activates	TSC22D3 
Perturbation	activates	TSG101 
Perturbation	activates	TSHB 
Perturbation	activates	TSLP 
Perturbation	activates	TSSK4 
Perturbation	activates	TTBK1 
Perturbation	activates	TTC1 
Perturbation	activates	TTF2 
Perturbation	activates	TTR 
Perturbation	activates	TUB 
Perturbation	activates	TXNIP 
Perturbation	activates	TXNL4A 
Perturbation	activates	U2AF2 
Perturbation	activates	UBASH3B 
Perturbation	activates	UBE2D1 
Perturbation	activates	UBE2D2 
Perturbation	activates	UBE2D3 
Perturbation	activates	UBE2E1 
Perturbation	activates	UBE2M 
Perturbation	activates	UBE2O 
Perturbation	activates	UBE2T 
Perturbation	activates	UBIAD1 
Perturbation	activates	UBQLN1 
Perturbation	activates	UBR1 
Perturbation	activates	UBR2 
Perturbation	activates	UBXN8 
Perturbation	activates	UCHL1 
Perturbation	activates	UCN 
Perturbation	activates	UCN2 
Perturbation	activates	UCN3 
Perturbation	activates	UHMK1 
Perturbation	activates	ULBP2 
Perturbation	activates	ULBP3 
Perturbation	activates	ULK3 
Perturbation	activates	UNC5CL 
Perturbation	activates	USP1 
Perturbation	activates	USP17L2 
Perturbation	activates	USP22 
Perturbation	activates	USP24 
Perturbation	activates	USP3 
Perturbation	activates	USP6NL 
Perturbation	activates	USP9X 
Perturbation	activates	UTS2 
Perturbation	activates	UTS2B 
Perturbation	activates	VCAM1 
Perturbation	activates	VDAC2 
Perturbation	activates	VEGFB 
Perturbation	activates	VEGFC 
Perturbation	activates	VEGFD 
Perturbation	activates	VIP 
Perturbation	activates	VMP1 
Perturbation	activates	VRK2 
Perturbation	activates	WAPL 
Perturbation	activates	WDFY3 
Perturbation	activates	WDR83 
Perturbation	activates	WEE2 
Perturbation	activates	WIF1 
Perturbation	activates	WLS 
Perturbation	activates	WNK2 
Perturbation	activates	WNK3 
Perturbation	activates	WNT10A 
Perturbation	activates	WNT10B 
Perturbation	activates	WNT16 
Perturbation	activates	WNT2B 
Perturbation	activates	WNT3 
Perturbation	activates	WNT8B 
Perturbation	activates	WNT9B 
Perturbation	activates	WRAP53 
Perturbation	activates	WSB1 
Perturbation	activates	XAF1 
Perturbation	activates	XCL1 
Perturbation	activates	XCL2 
Perturbation	activates	XPO5 
Perturbation	activates	XRCC5 
Perturbation	activates	XRN1 
Perturbation	activates	XXYLT1 
Perturbation	activates	YARS 
Perturbation	activates	ZBP1 
Perturbation	activates	ZBTB4 
Perturbation	activates	ZC3H12A 
Perturbation	activates	ZDHHC9 
Perturbation	activates	ZFHX3 
Perturbation	activates	ZFP91 
Perturbation	activates	ZFPM2 
Perturbation	activates	ZG16B 
Perturbation	activates	ZIC1 
Perturbation	activates	ZIC3 
Perturbation	activates	ZMIZ1 
Perturbation	activates	ZMPSTE24 
Perturbation	activates	ZNF350 
Perturbation	activates	ZNF521 
Perturbation	activates	ZNF653 
Perturbation	activates	ZNF76 
CDK1	activates	CSNK2B 
Perturbation	inhibits	AMER1 
